Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_145.jpg;0;0;0;0;99.66999;85.58897;0.0002357992;56.82556;-3.619445E-07
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_213.jpg;0;0;0;0;99.66999;85.58897;0.0002358449;56.82556;-5.153635E-07
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_280.jpg;0;0;0;0;99.66999;85.58897;0.0002358144;56.82556;-4.130841E-07
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_346.jpg;0;0;0;0;99.66999;85.58897;0.0002358601;56.82556;-5.665031E-07
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_414.jpg;0;0;0;0;99.66999;85.58897;0.0002359167;56.82556;-3.826192E-07
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_479.jpg;0;0;0;0;99.66999;85.58897;0.0002359428;56.82556;-9.644948E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_547.jpg;0;0;0;0;99.66999;85.58897;0.0002361474;56.82556;-3.551311E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_613.jpg;0;0;0;0;99.66999;85.58897;0.0002361017;56.82556;1.179059E-07
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_679.jpg;0;0;0;0;99.66999;85.58897;0.0002361169;56.82556;6.676621E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_746.jpg;0;0;0;0;99.66999;85.58897;0.0002361169;56.82556;6.676621E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_812.jpg;0;0;0;0;99.66999;85.58897;0.0002361169;56.82556;6.676621E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_880.jpg;0;0;0;0;99.66999;85.58897;0.0002361322;56.82556;1.562655E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_42_946.jpg;0;0.1053121;0;0;99.66976;85.58862;359.9912;56.82555;5.56537E-08
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_012.jpg;0;0.2989399;0;0;99.67046;85.5897;0.01919435;56.81941;3.012929E-05
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_079.jpg;0;0.4998224;0;0.04173926;99.67306;85.59365;0.1183184;56.68759;0.0002666814
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_146.jpg;0;0.699407;0;0.03771677;99.67619;85.59841;0.2316352;56.64159;0.0005795435
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_213.jpg;0;0.9007384;0;0.1097949;99.68115;85.60596;0.4031291;56.84665;-0.0005327879
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_279.jpg;0;1;0;0.164268;99.69091;85.6208;0.690921;56.70963;0.0003116367
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_345.jpg;0;1;0;0.2127277;99.70061;85.63554;0.9433877;56.73674;-0.0001046014
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_412.jpg;0;1;0;0.2635657;99.71175;85.6524;1.190969;56.75918;-0.001288249
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_479.jpg;0;1;0;0.307932;99.72778;85.67658;1.326349;56.84769;-0.002766354
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_545.jpg;0;1;0;0.377079;99.73953;85.69421;1.162124;56.79444;-0.0003975668
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_612.jpg;0;1;0;0.4584768;99.75329;85.71507;1.05692;56.88329;-0.001059687
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_680.jpg;0;1;0;0.4942297;99.77541;85.74867;1.037664;56.84053;-0.0009434945
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_747.jpg;0;1;0;0.5334874;99.79398;85.77696;1.070511;56.89981;-0.0004136722
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_814.jpg;0;1;0;0.6205743;99.81458;85.80829;1.148015;56.86411;-0.0005609618
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_883.jpg;0;1;0;0.6575601;99.84474;85.8541;1.252725;56.90939;-0.001260471
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_43_947.jpg;0;1;0;0.6914872;99.86839;85.89005;1.242824;56.838;0.0001247336
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_013.jpg;0;1;0;0.7733981;99.89378;85.92862;1.220639;56.77037;-0.0002031375
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_080.jpg;0;1;0;0.8260839;99.92989;85.98351;1.184519;56.81544;-0.0007233543
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_147.jpg;0;1;0;0.871543;99.95972;86.02872;1.221463;56.80384;-0.0006886448
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_213.jpg;0;1;0;0.9399479;99.99104;86.07619;1.247229;56.79524;-0.000997017
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_281.jpg;0;1;0;0.9958282;100.0352;86.14315;1.253329;56.78605;-0.0009943238
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_347.jpg;0;1;0;1.038743;100.0699;86.19573;1.228643;56.77895;-0.0008825512
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_413.jpg;0;1;0;1.093667;100.1063;86.25076;1.211863;56.77246;-0.0004355486
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_479.jpg;0;1;0;1.155176;100.1576;86.32847;1.241619;56.76205;-0.0008857312
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_546.jpg;-3.0013;1;0;1.194796;100.1983;86.38849;1.239638;56.59305;0.0001781869
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_612.jpg;-5.993807;1;0;1.254726;100.2418;86.44997;1.231455;56.2019;0.001754537
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_679.jpg;-8.979617;1;0;1.303373;100.3047;86.53396;1.227225;55.31183;0.003153656
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_745.jpg;-11.97937;1;0;1.349377;100.3559;86.59782;1.22827;54.32989;359.9871
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_812.jpg;-8.98102;1;0;1.409508;100.4096;86.66331;1.2297;53.36341;359.9821
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_880.jpg;-5.978512;1;0;1.456882;100.484;86.7542;1.239177;52.40498;0.003203174
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_44_948.jpg;-2.876135;1;0;1.50492;100.542;86.82498;1.254461;51.96387;0.001687408
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_014.jpg;0;1;0;1.566557;100.6011;86.89825;1.259081;51.77259;0.0002715923
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_079.jpg;0;1;0;1.613806;100.682;86.9998;1.264413;51.72678;-0.0009227271
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_146.jpg;-2.930511;0.8046325;0;1.658022;100.7451;87.07758;1.258257;51.53873;0.0005162573
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_215.jpg;-5.976061;0.6015959;0;1.703113;100.8108;87.15585;1.255009;51.08772;0.00145566
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_282.jpg;-9.019604;0.398693;0;1.724382;100.902;87.25851;1.208275;50.00751;359.9716
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_346.jpg;-11.94702;0.2035317;0;1.736147;100.9731;87.33273;1.119356;48.86002;359.8986
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_413.jpg;-14.93989;0.004007481;0;1.735743;101.0462;87.4035;0.9762385;47.4586;359.771
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_479.jpg;-15;0;0;1.727717;101.1455;87.49266;0.7044305;45.40667;359.5398
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_546.jpg;-15;0;0;1.720235;101.2211;87.55631;0.4627394;43.87197;359.3362
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_612.jpg;-15;0;0;1.709689;101.2977;87.61739;0.204304;42.35147;359.1113
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_679.jpg;-15;0;0;1.701543;101.4012;87.69579;359.8732;40.36895;358.8358
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_746.jpg;-15;0;0;1.694029;101.4805;87.75535;359.7698;38.97692;358.7912
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_812.jpg;-15;0;0;1.681633;101.563;87.81492;359.8566;37.62709;358.923
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_879.jpg;-13.50011;0;0;1.667655;101.6769;87.88787;0.01168507;35.69224;359.0456
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_45_946.jpg;-10.47128;0;0;1.662895;101.7623;87.93993;0.05541192;34.44868;359.1269
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_012.jpg;-7.503446;0.1978556;0;1.660307;101.8478;87.99133;0.08097891;33.47017;359.2088
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_079.jpg;-4.500884;0.3980263;0;1.668353;101.9627;88.06081;0.1277843;32.61628;359.339
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_146.jpg;-1.47523;0.5997366;0;1.684045;102.0499;88.11464;0.1934123;32.31187;359.4611
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_212.jpg;0;0.7975318;0;1.718555;102.1388;88.17057;0.2996579;32.25706;359.6043
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_279.jpg;0;0.9972798;0;1.754996;102.2612;88.24789;0.5181209;32.25658;359.7971
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_346.jpg;0;1;0;1.798383;102.3563;88.30808;0.7345338;32.26477;359.9422
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_413.jpg;0;1;0;1.857232;102.4542;88.36929;0.9671553;32.25727;0.04096832
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_479.jpg;0;1;0;1.901947;102.5885;88.45231;1.259722;32.2233;0.08406715
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_546.jpg;0;1;0;1.945673;102.6904;88.51414;1.346095;32.21997;-0.001682238
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_613.jpg;0;1;0;2.01136;102.7919;88.57834;1.310081;32.26466;-0.002169526
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_679.jpg;0;1;0;2.058364;102.9315;88.66594;1.280876;32.2604;-0.0007152675
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_746.jpg;0;0.8010881;0;2.100462;103.0392;88.73333;1.295664;32.24898;-0.0006622174
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_813.jpg;0;0.5988638;0;2.142422;103.1482;88.80152;1.298225;32.23748;-0.001153211
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_879.jpg;0;0.3988364;0;2.163973;103.2949;88.89321;1.277858;32.22302;-0.0005622964
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_46_946.jpg;0;0.1989522;0;2.176328;103.4052;88.96206;1.234928;32.2096;-0.0004782243
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_012.jpg;0;0;0;2.178042;103.5149;89.03056;1.156427;32.19645;-0.0004137376
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_079.jpg;0;0;0;2.171971;103.6599;89.12104;0.9953667;32.17976;-0.0002544363
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_146.jpg;0;0;0;2.165247;103.7678;89.18835;0.8434521;32.16791;-2.564267E-05
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_212.jpg;0;0;0;2.156158;103.8751;89.25533;0.6749672;32.15786;0.003000662
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_279.jpg;0;0;0;2.149258;104.0172;89.34431;0.4375386;32.15049;0.01807494
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_346.jpg;0;0;0;2.142289;104.1233;89.4109;0.2582121;32.14953;0.03696574
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_411.jpg;0;0;0;2.132891;104.229;89.47729;0.07848279;32.14964;0.05552652
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_477.jpg;0;0;0;2.125753;104.3697;89.56546;359.8516;32.14621;0.06779602
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_544.jpg;0;0;0;2.118301;104.4753;89.63148;359.7126;32.13872;0.05630378
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_614.jpg;0;0;0;2.108122;104.5808;89.69757;359.5992;32.1324;0.03472519
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_681.jpg;0;0;0;2.100537;104.7214;89.78568;359.4828;32.12614;-0.00382042
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_744.jpg;0;0;0;2.093271;104.8266;89.85207;359.4236;32.13268;359.9909
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_811.jpg;0;0;0;2.083071;104.9317;89.91817;359.3779;32.13446;359.9839
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_878.jpg;0;0;0;2.075321;105.0718;90.00648;359.3571;32.14222;-0.0005505586
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_47_948.jpg;0;0;0;2.068119;105.1766;90.07233;359.3484;32.1427;0.00504314
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_013.jpg;0;0;0;2.058294;105.2814;90.13795;359.3588;32.13729;-0.004296884
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_079.jpg;0;0;0;2.050946;105.4207;90.2254;359.3845;32.13571;359.9857
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_146.jpg;0;0;0;2.043879;105.5247;90.29077;359.4062;32.13561;359.9799
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_213.jpg;0;0;0;2.034517;105.6284;90.35609;359.4347;32.13862;359.9818
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_280.jpg;-3.016186;0;0;2.026953;105.7673;90.44117;359.4821;31.87888;359.9469
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_346.jpg;-5.964764;0;0;2.019137;105.8725;90.50236;359.5194;31.32745;359.8679
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_412.jpg;-8.985302;0;0;2.006813;105.9787;90.56071;359.5661;30.46825;359.744
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_480.jpg;-11.98436;0;0;1.995762;106.1224;90.63268;359.6405;28.8093;359.4945
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_546.jpg;-14.96026;0;0;1.983335;106.2319;90.68165;359.7134;27.20452;359.2536
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_612.jpg;-15;0;0;1.966478;106.3423;90.72701;359.8086;25.48461;359.0005
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_677.jpg;-15;0;0;1.956742;106.4917;90.78448;0.05745455;23.24409;358.7927
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_744.jpg;-15;0;0;1.943132;106.6005;90.82406;0.0486372;21.5598;358.8338
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_810.jpg;-15;0;0;1.935223;106.7086;90.85802;359.9279;19.87398;358.9391
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_878.jpg;-15;0;0;1.926476;106.8556;90.89658;359.8553;17.67525;359.0133
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_48_944.jpg;-15;0;0;1.917716;106.967;90.9218;359.8518;16.01755;359.0494
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_011.jpg;-15;0;0;1.906104;107.0791;90.94327;359.8634;14.33527;359.0437
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_079.jpg;-15;0;0;1.897425;107.2291;90.96675;359.9099;12.08665;359.0026
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_145.jpg;-15;0;0;1.888955;107.3419;90.98055;359.9642;10.40261;358.9519
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_211.jpg;-12.01199;0;0;1.878701;107.4544;90.99206;0.009085806;8.85537;358.9111
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_280.jpg;-9.01145;0;0;1.874382;107.6028;91.00589;359.9933;7.254784;358.9452
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_344.jpg;-6.02111;0;0;1.869186;107.714;91.01534;359.9849;6.414139;359.0053
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_413.jpg;-3.0167;0;0;1.861893;107.8247;91.02467;359.9633;5.860237;359.0802
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_478.jpg;-0.01124348;0;0;1.855888;107.9715;91.03857;359.9166;5.625206;359.2343
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_545.jpg;1.505819;0;0;1.849584;108.081;91.04986;359.8705;5.682434;359.377
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_611.jpg;4.50044;0;0;1.8403;108.1897;91.06281;359.8174;5.994331;359.5585
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_678.jpg;7.500425;0;0;1.831895;108.3334;91.08395;359.7383;6.893425;359.8786
C:\Users\joyoo\Dropbox\robotics\RoboND-Rover-Project\trial1\IMG\robocam_2017_10_11_02_41_49_746.jpg;10.56896;0;0;1.822505;108.4398;91.10333;359.6758;7.92054;0.1805246
